CD_MUN,SIGLA_UF,ANO,Veg_Florestal_Primaria,Veg_Florestal_Secundaria,Natural_Nao_Florestal,Silvicultura,Pastagem_Arbustiva_Arborea,Pastagem_Herbacea,Cultura_Perene,Cultura_Semiperene,Cultura_Temporaria_Total,Cultura_Temporaria_1Ciclo,Cultura_Temporaria_NCiclos,Desflorestamento_Ano,Mineracao,Urbanizada,Corpo_Dagua,Outros_Usos,Nao_Observado,mb_municipio,mb_state_acronym,municipality,state_acronym,MB_Floresta_ha,MB_Pastagem_ha,MB_Savana_ha,TC_Floresta,TC_Pastagem,TC_Agri,MB_Agricultura_ha,MB_Mosaico_ha
1100379,RO,2018,175755.3211,23446.8321,83444.3482,0.0000,22394.5466,93256.5182,3267.5815,0.0000,1723.6427,25.8268,1697.8158,2455.5368,0.0000,370.6598,1315.1711,0.0000,133.3701,Alto Alegre dos Parecis,RO,Alto Alegre dos Parecis,RO,276699.8685,116172.9103,,199202.1532,115651.0648,4991.2242,1959.0254,
1100346,RO,2018,86758.6549,18978.0166,62732.6613,0.0000,19572.0539,120088.9644,672.0699,0.0000,613.8817,613.8817,0.0000,605.0285,0.0000,628.6973,196.7377,0.0000,0.0000,Alvorada D'Oeste,RO,Alvorada D'Oeste,RO,157656.4719,149624.4618,,105736.6715,139661.0183,1285.9516,619.3579,
1100809,RO,2018,430853.1207,37498.3773,0.0000,0.0000,35242.8704,135233.0058,0.0000,0.0000,7389.6369,1882.3276,5507.3092,10294.8297,16.6223,1417.9264,39209.2119,0.0000,0.0000,Candeias do Jamari,RO,Candeias do Jamari,RO,467693.2523,179570.7754,,468351.4980,170475.8762,7389.6369,8134.6764,
1101302,RO,2018,34286.9162,7937.7118,20800.8713,0.0000,14382.9176,42781.8071,69.7013,0.0000,0.0000,0.0000,0.0000,528.4614,0.0000,333.4201,1088.2804,0.0000,0.0000,Mirante da Serra,RO,Mirante da Serra,RO,59647.9993,60134.9056,,42224.6280,57164.7248,69.7013,73.3893,
1100015,RO,2018,311793.5159,38397.5085,154434.8918,0.0000,46087.8729,163258.6056,3908.0831,0.0000,907.0208,45.6010,861.4198,3940.0931,0.0000,747.5127,3725.4483,0.0000,114.1681,Alta Floresta D'Oeste,RO,Alta Floresta D'Oeste,RO,498891.1119,208368.5489,,350191.0244,209346.4786,4815.1039,1003.3810,
1100049,RO,2018,128737.9732,31358.7974,2504.5506,0.0000,29515.6165,187766.9578,3129.5339,0.0000,1085.4699,1.7666,1083.7033,503.5480,15.9197,3461.8499,1135.1963,0.0000,0.0000,Cacoal,RO,Cacoal,RO,157612.4078,215909.1033,,160096.7706,217282.5744,4215.0038,1447.5052,
1100056,RO,2018,76183.7150,9971.1661,117399.5506,0.0000,7797.1348,39601.7337,0.0000,0.0000,35171.5430,963.6030,34207.9400,716.0448,0.0000,638.6445,128.4315,0.0000,0.0000,Cerejeiras,RO,Cerejeiras,RO,197940.7277,46023.8562,,86154.8811,47398.8684,35171.5430,33905.3360,
1100023,RO,2018,110279.1532,55885.8196,7572.8739,0.0000,35994.1373,223315.3237,0.0000,0.0000,4942.6521,1563.8034,3378.8487,1821.2286,2901.8302,3789.4683,5693.7884,33.3952,0.0000,Ariquemes,RO,Ariquemes,RO,160269.5837,263713.4713,,166164.9728,259309.4609,4942.6521,5737.7243,
1100031,RO,2018,31811.8662,12728.9462,793.6959,0.0000,11759.9631,53223.7283,0.0000,0.0000,24421.7977,2051.1506,22370.6470,381.3197,0.0000,183.8393,385.1441,37.7214,7.7992,Cabixi,RO,Cabixi,RO,45716.8987,60803.5183,,44540.8124,64983.6914,24421.7977,24469.9152,
1100080,RO,2018,265296.2981,24458.9971,54952.5303,0.0000,21948.0927,137794.3795,0.0000,0.0000,74.6800,0.0000,74.6800,3161.3332,0.0000,554.2682,2454.2721,175.2370,958.8552,Costa Marques,RO,Costa Marques,RO,327035.3359,165995.8009,,289755.2953,159742.4721,74.6800,402.4154,
1100098,RO,2018,217611.6883,31491.0433,20061.7299,0.0000,28262.5483,162659.0978,114.1279,0.0000,1115.3720,145.2345,970.1375,725.0786,8.5521,1299.3518,347.5933,0.0000,0.0000,Espigão D'Oeste,RO,Espigão D'Oeste,RO,271425.1055,181635.5397,,249102.7316,190921.6461,1229.4999,1210.7714,
1100064,RO,2018,20982.9339,15127.2585,3629.1974,22.5746,35280.3911,70977.3642,0.0000,0.0000,2980.8264,36.3864,2944.4400,107.8544,0.0000,717.1790,93.1292,0.0000,0.0000,Colorado do Oeste,RO,Colorado do Oeste,RO,39546.9885,102660.6269,,36110.1924,106257.7553,2980.8264,4065.4442,
1100072,RO,2018,82419.5859,29560.4145,8706.2233,65.8870,27233.9516,126082.0450,0.0000,0.0000,40471.0531,1659.9338,38811.1193,717.9519,0.0000,235.5231,405.2796,0.0000,0.0000,Corumbiara,RO,Corumbiara,RO,115444.7564,145094.2941,,111980.0004,153315.9966,40471.0531,47424.0613,
1100924,RO,2018,217062.2081,38314.6779,26972.8426,298.5494,31322.4712,184164.2798,0.0000,0.0000,26951.6833,1363.1410,25588.5423,1132.1349,0.0000,415.5280,832.6821,0.0000,0.0000,Chupinguaia,RO,Chupinguaia,RO,267617.7016,219343.8118,,255376.8861,215486.7510,26951.6833,31342.0160,
1100908,RO,2018,16646.2037,11727.8728,0.0000,0.0000,6081.5523,53953.1331,6.2334,0.0000,2515.6021,154.7803,2360.8217,178.8205,0.0000,102.1430,458.3485,0.0000,0.0000,Castanheiras,RO,Castanheiras,RO,28442.4391,57973.8547,,28374.0764,60034.6854,2521.8354,2526.4827,
1100940,RO,2018,195932.7348,26583.2519,1.6562,0.0000,30642.8330,121046.3038,49.0941,0.0000,10217.4194,4502.2508,5715.1686,7252.2718,0.0000,644.1452,1532.2250,0.0000,0.0000,Cujubim,RO,Cujubim,RO,198653.2406,174385.4171,,222515.9866,151689.1368,10266.5135,10637.3984,
1100122,RO,2018,430076.5189,45964.9420,5023.0736,0.0000,32671.4993,181746.5146,0.0000,0.0000,350.4038,248.7226,101.6812,139.7440,4.8683,4809.9345,4973.7587,0.0000,0.0000,Ji-Paraná,RO,Ji-Paraná,RO,461714.2835,221539.8144,,476041.4610,214418.0139,350.4038,308.7801,
1100130,RO,2018,472981.3272,64510.9087,38168.5501,0.0000,55387.3908,213562.0244,148.5771,0.0000,6182.2198,1782.4431,4399.7766,7337.5917,701.9820,1128.3507,7445.4562,0.0000,0.0000,Machadinho D'Oeste,RO,Machadinho D'Oeste,RO,532679.3324,329919.7984,,537492.2359,268949.4152,6330.7968,6480.5737,
1101401,RO,2018,41862.5705,21188.6653,3424.2490,8.9235,29977.9400,95585.8418,57.0640,0.0000,11.6838,0.0000,11.6838,1811.3114,1686.4432,312.3812,1533.6001,27.1819,0.0000,Monte Negro,RO,Monte Negro,RO,64371.3144,125228.1872,,63051.2358,125563.7818,68.7478,25.7995,
1100106,RO,2018,1986701.8964,49551.3389,381417.5659,0.0000,24019.7703,80344.7866,0.0000,0.0000,0.0000,0.0000,0.0000,1635.7431,20.3664,3016.0585,14634.4307,0.0000,4786.9383,Guajará-Mirim,RO,Guajará-Mirim,RO,2356891.9550,139162.5927,,2036253.2354,104364.5569,0.0000,3.1590,
1101450,RO,2018,91746.4362,23719.6249,30663.8116,0.0000,20487.5766,93648.7689,0.1606,0.0000,617.6960,0.0000,617.6960,1235.2716,0.0000,78.8055,222.8656,0.0000,0.0000,Parecis,RO,Parecis,RO,135451.3508,117965.0125,,115466.0611,114136.3455,617.8566,1691.7759,
1100114,RO,2018,29855.2299,30910.2155,4014.7329,0.0000,55101.0773,178585.1212,0.0000,0.0000,0.0000,0.0000,0.0000,174.4541,16.8532,1927.9085,817.7762,0.0000,0.0000,Jaru,RO,Jaru,RO,49479.1937,244317.6315,,60765.4454,233686.1985,0.0000,168.9390,
1101468,RO,2018,233032.6280,17189.8219,240005.1108,0.0000,13134.4566,70778.5789,27.7541,0.0000,38320.8310,6203.1282,32117.7029,2172.0539,0.0000,104.2208,2357.4390,9.9272,1857.8659,Pimenteiras do Oeste,RO,Pimenteiras do Oeste,RO,475245.2499,82535.7660,,250222.4499,83913.0355,38348.5851,36471.0506,
1101435,RO,2018,10937.7503,8474.2235,120.1304,0.0000,18012.6872,44577.4297,0.0000,0.0000,0.0000,0.0000,0.0000,135.7590,0.0000,85.3299,369.3248,0.0000,0.0000,Nova União,RO,Nova União,RO,16620.3949,64432.9229,,19411.9737,62590.1168,0.0000,14.4028,
1101005,RO,2018,360057.5482,21048.9514,14449.5876,0.0000,32173.0705,90386.9389,0.0000,0.0000,0.0000,0.0000,0.0000,544.8629,12.6374,193.4654,162.3588,0.0000,0.0000,Governador Jorge Teixeira,RO,Governador Jorge Teixeira,RO,382207.4632,127953.1176,,381106.4996,122560.0094,0.0000,63.9145,
1100601,RO,2018,45256.2348,26617.2995,3097.0823,0.0000,27905.2185,95626.8254,0.0000,0.0000,0.0000,0.0000,0.0000,580.4765,0.0000,131.4027,1454.8147,25.7365,0.0000,Cacaulândia,RO,Cacaulândia,RO,69984.2339,126194.1455,,71873.5343,123532.0439,0.0000,22.6151,
1101104,RO,2018,296612.9375,20602.2666,253.7113,0.0000,10816.0138,61330.4639,0.0000,0.0000,2294.4930,634.9908,1659.5022,1668.2751,837.5604,425.8266,21252.5950,0.0000,0.0000,Itapuã do Oeste,RO,Itapuã do Oeste,RO,314616.4546,74993.3597,,317215.2041,72146.4777,2294.4930,2605.1743,
1100700,RO,2018,114153.0883,25305.3103,27384.6667,0.0000,37499.5115,143390.9534,168.2709,0.0000,270.1128,213.9221,56.1907,2246.7440,1054.8451,231.5080,427.4728,121.7967,0.0000,Campo Novo de Rondônia,RO,Campo Novo de Rondônia,RO,156756.1497,186741.3506,,139458.3986,180890.4649,438.3837,138.9286,
1101203,RO,2020,8739.8494,10475.0153,0.0000,0.0000,6030.8623,55126.8138,1171.7634,0.0000,2.7202,0.0000,2.7202,91.0112,33.3249,141.5106,44.4667,0.0000,0.0000,Ministro Andreazza,RO,Ministro Andreazza,RO,18703.5687,63253.7469,,19214.8647,61157.6760,1174.4836,15.9661,
1101708,RO,2020,4574.4315,5469.8488,5048.6495,0.0000,9041.4502,59393.2203,2.4693,0.0000,0.0000,0.0000,0.0000,292.5670,0.0000,384.3310,1093.9417,0.0000,0.0000,Urupá,RO,Urupá,RO,12607.9673,70322.2559,,10044.2803,68434.6705,2.4693,24.9259,
1100403,RO,2020,63397.6546,23299.1183,52.3965,14.6449,10398.8196,149432.3150,16.2007,0.0000,16973.1897,149.6411,16823.5486,4179.7015,33.5659,464.9031,2461.2683,0.0000,0.0000,Alto Paraíso,RO,Alto Paraíso,RO,80558.6390,168192.8468,,86696.7729,159831.1346,16989.3904,13172.9628,
1100452,RO,2020,59563.7899,25557.5059,258.1981,0.0000,19270.6338,222279.5501,998.5640,0.0000,257.7464,0.0000,257.7464,3923.6715,0.0000,927.3069,680.4814,64.8632,0.0000,Buritis,RO,Buritis,RO,71593.6502,252932.4704,,85121.2958,241550.1839,1256.3104,90.3287,
1101757,RO,2020,185185.2178,22528.1275,1145.7459,0.0000,9211.6484,97344.4154,0.0000,0.0000,1610.6590,56.0803,1554.5788,736.6219,0.0000,328.7024,2024.5208,0.0000,0.0000,Vale do Anari,RO,Vale do Anari,RO,192325.7661,118344.5496,,207713.3453,106556.0638,1610.6590,601.0368,
1101807,RO,2020,8184.8786,10139.6880,48.0602,0.0000,12011.5865,67412.0864,0.0000,0.0000,47.7189,0.0000,47.7189,221.5206,0.0000,166.1530,561.6760,0.0000,0.0000,Vale do Paraíso,RO,Vale do Paraíso,RO,13744.5402,82437.0806,,18324.5666,79423.6730,47.7189,97.6126,
1100502,RO,2020,9443.6683,9424.9381,164.8481,0.0000,5991.5147,58089.1609,1084.7773,0.0000,1890.8596,0.0000,1890.8596,66.6700,0.0000,292.8480,213.0488,0.0000,0.0000,Novo Horizonte do Oeste,RO,Novo Horizonte do Oeste,RO,16298.2258,66491.6356,,18868.6064,64080.6756,2975.6369,1694.0526,
1101492,RO,2020,537303.7191,29057.8903,319858.1335,0.0000,12257.1472,218612.8421,91.3023,0.0000,3752.0079,732.3258,3019.6821,2311.7879,0.0000,786.4086,2279.7879,0.0000,784.2404,São Francisco do Guaporé,RO,São Francisco do Guaporé,RO,856896.9623,251536.4654,,566361.6094,230869.9893,3843.3102,3108.2168,
1100148,RO,2020,32994.0386,18719.7081,2875.5918,0.0000,12735.7818,98991.1196,6258.0641,0.0000,903.7586,68.4767,835.2818,484.7877,46.6549,701.5404,246.3236,0.0000,0.0000,Nova Brasilândia D'Oeste,RO,Nova Brasilândia D'Oeste,RO,47876.7896,122265.1936,,51713.7467,111726.9014,7161.8227,564.9354,
1100155,RO,2020,12793.1770,21358.2612,830.8653,0.0000,21776.9410,141718.6633,0.0000,0.0000,0.0000,0.0000,0.0000,916.7673,0.0000,1170.2879,1109.9617,0.0000,0.0000,Ouro Preto do Oeste,RO,Ouro Preto do Oeste,RO,27412.6821,169970.9802,,34151.4382,163495.6042,0.0000,152.2596,
1101476,RO,2020,9354.6445,5633.3016,2470.0011,0.0000,3666.4571,40533.4169,0.0000,0.0000,106.1078,0.0000,106.1078,97.0840,0.0000,151.1066,269.7313,0.0000,0.0000,Primavera de Rondônia,RO,Primavera de Rondônia,RO,17067.0421,42231.6525,,14987.9462,44199.8740,106.1078,919.4029,
1101484,RO,2020,6016.6088,4886.6321,0.7227,0.0000,3496.6805,40814.1294,37.7817,0.0000,252.2157,66.2885,185.9271,0.0000,0.0000,148.1756,44.9786,0.0000,0.0000,São Felipe D'Oeste,RO,São Felipe D'Oeste,RO,9878.3968,43706.9572,,10903.2409,44310.8100,289.9973,412.9922,
1100189,RO,2020,276581.3907,69141.2699,57604.7044,0.0000,21185.2525,205910.0941,18.3187,0.0000,1968.2598,155.9949,1812.2649,3192.8815,75.5834,1691.9639,4264.7504,75.0414,0.0000,Pimenta Bueno,RO,Pimenta Bueno,RO,393969.8194,220204.9308,,345722.6606,227095.3466,1986.5785,2676.9910,
1101500,RO,2020,211289.7246,19075.3516,80978.7637,0.0000,8308.7229,124658.8086,1030.9354,0.0000,7317.7875,407.3674,6910.4201,3635.5412,0.0000,378.2382,101.1794,0.0000,0.0000,Seringueiras,RO,Seringueiras,RO,247515.4562,126923.7575,,230365.0762,132967.5316,8348.7229,4448.4601,
1100205,RO,2020,2237463.3472,207541.7820,42427.1473,5.6311,57594.4359,749251.8223,401.7764,0.0000,19992.5104,896.8828,19095.6276,45854.8292,2213.0075,17321.1042,87661.0484,5676.2125,603.9244,Porto Velho,RO,Porto Velho,RO,2337957.4846,952005.8368,,2445005.1292,806846.2582,20394.2868,13084.7106,
1100254,RO,2020,13594.4112,20579.9128,693.8315,0.0000,18042.7399,125374.0303,73.1844,0.0000,0.0000,0.0000,0.0000,88.4215,0.0000,670.5642,1244.0946,0.0000,0.0000,Presidente Médici,RO,Presidente Médici,RO,34039.2527,142384.2874,,34174.3240,143416.7702,73.1844,100.6625,
1101559,RO,2020,2036.4656,5220.1325,0.0000,0.0000,5709.6178,33989.5914,0.0000,0.0000,0.0000,0.0000,0.0000,37.5006,0.0000,88.9636,57.1443,0.0000,0.0000,Teixeirópolis,RO,Teixeirópolis,RO,5868.5844,40118.1093,,7256.5981,39699.2091,0.0000,11.8558,
1100288,RO,2020,13867.1839,14378.9227,0.0000,0.0000,10134.6692,102686.8264,386.4490,0.0000,4894.4514,210.1479,4684.3034,97.9874,1.8068,2861.0071,504.7425,0.0000,0.0000,Rolim de Moura,RO,Rolim de Moura,RO,28532.0586,110709.5945,,28246.1066,112821.4955,5280.9003,3996.0485,
1100296,RO,2020,22517.3872,13337.3674,0.0000,0.0000,7357.9782,74728.0471,446.8856,0.0000,4000.3590,280.4616,3719.8975,83.8444,37.1593,406.1027,307.4929,0.0000,0.0000,Santa Luzia D'Oeste,RO,Santa Luzia D'Oeste,RO,34103.2357,82408.1172,,35854.7547,82086.0253,4447.2446,3147.2291,
1100262,RO,2020,59475.2981,18799.1861,1936.5008,0.0000,5025.0109,68209.7974,0.0000,0.0000,19317.9411,1004.6368,18313.3043,621.1891,890.9807,135.1969,931.8539,0.0000,0.0000,Rio Crespo,RO,Rio Crespo,RO,72312.6487,84143.0359,,78274.4842,73234.8083,19317.9411,13145.6998,
1100320,RO,2020,358334.7487,20363.8929,170112.8852,0.0000,10774.5584,116133.1624,3488.1987,0.0000,15191.7001,2028.3953,13163.3048,2053.8809,0.0000,805.2894,199.3575,0.0000,0.0000,São Miguel do Guaporé,RO,São Miguel do Guaporé,RO,574849.2407,192762.9799,,378698.6415,126907.7208,18679.8988,15253.5541,
1101609,RO,2020,43808.5568,22161.0110,0.0000,0.0000,13817.9192,142300.4145,0.0000,0.0000,944.2002,0.0000,944.2002,480.1704,20.1355,240.7025,855.9393,0.0000,0.0000,Theobroma,RO,Theobroma,RO,53416.3406,164568.8520,,65969.5678,156118.3337,944.2002,735.2137,
1100338,RO,2020,470483.9435,53660.7770,125371.6213,0.0000,21079.1547,339132.5916,44.0150,0.0000,2808.4601,882.1375,1926.3226,12448.8962,0.0000,1229.7207,3518.3418,78.2333,148.0652,Nova Mamoré,RO,Nova Mamoré,RO,603631.9153,397791.8646,,524144.7204,360211.7463,2852.4751,1872.2447,
1100304,RO,2020,719169.5210,46536.8463,44701.5249,615.7989,7697.0997,90966.4216,0.0000,0.0000,20031.3962,167.5984,19863.7978,2132.0038,666.3083,373.4904,442.5794,0.0000,4.3864,Vilhena,RO,Vilhena,RO,990778.0726,127677.8831,,765706.3673,98663.5213,20031.3962,21573.6559,0.4367
1100379,RO,2020,173364.8382,21649.7039,81516.2790,0.0000,9247.7738,111251.3986,4744.7099,0.0000,1799.3766,0.0000,1799.3766,2155.0903,0.0000,372.9383,1321.8160,2.2083,137.3952,Alto Alegre dos Parecis,RO,Alto Alegre dos Parecis,RO,272901.4807,121198.7122,,195014.5421,120499.1724,6544.0866,1981.9336,
1100346,RO,2020,86295.3177,18111.9795,62154.8649,0.0000,14375.9013,127563.4393,723.5228,0.0000,317.1391,0.0000,317.1391,469.5204,0.0000,642.7600,192.3211,0.0000,0.0000,Alvorada D'Oeste,RO,Alvorada D'Oeste,RO,156932.7665,150440.5940,,104407.2972,141939.3407,1040.6619,569.8206,
1100809,RO,2020,408522.3432,43479.2320,0.0000,0.0000,10090.6642,168003.1349,0.0000,0.0000,14603.6352,139.0313,14464.6039,11601.3785,41.1342,1588.4558,39225.6235,0.0000,0.0000,Candeias do Jamari,RO,Candeias do Jamari,RO,443880.6133,204850.3454,,452001.5752,178093.7990,14603.6352,11125.5510,
1101302,RO,2020,32679.5495,6907.4590,20648.6806,0.0000,8414.5597,51215.3681,139.6135,0.0000,0.0000,0.0000,0.0000,844.5867,0.0000,402.7601,957.5101,0.0000,0.0000,Mirante da Serra,RO,Mirante da Serra,RO,57443.6852,62346.5860,,39587.0085,59629.9278,139.6135,59.6936,
1100015,RO,2020,305836.6109,37601.4738,149876.7012,0.0000,19812.6058,198934.5398,4866.4062,0.0000,1201.9366,0.0000,1201.9366,4558.9735,0.0000,749.6307,3755.4608,0.0000,120.3814,Alta Floresta D'Oeste,RO,Alta Floresta D'Oeste,RO,490163.7891,218325.4709,,343438.0848,218747.1456,6068.3428,1007.1553,
1100049,RO,2020,127497.0504,31809.2764,2504.5506,0.0000,18989.8610,197142.6111,3704.3191,0.0000,2003.9637,179.3725,1824.5912,508.1954,28.9385,3878.2311,1148.4159,0.0000,0.0000,Cacoal,RO,Cacoal,RO,154517.3732,219070.2477,,159306.3269,216132.4721,5708.2828,1734.5700,
1100056,RO,2020,75953.5821,9007.8844,115609.4789,0.0000,4142.2109,41335.8255,0.0000,0.0000,39406.7526,0.0000,39406.7526,1370.1071,7.3676,639.9494,134.8054,0.0000,0.0000,Cerejeiras,RO,Cerejeiras,RO,197522.2599,45451.8514,,84961.4665,45478.0364,39406.7526,34925.7633,
1100023,RO,2020,106110.7742,51099.6040,7421.2554,0.0000,22496.5993,241787.5840,0.0000,0.0000,7929.4810,238.1329,7691.3481,2391.7577,3151.3056,3917.0166,5878.2500,46.0426,0.0000,Ariquemes,RO,Ariquemes,RO,152749.2430,269286.9845,,157210.3783,264284.1833,7929.4810,7133.3881,
1100031,RO,2020,31212.1777,12772.7705,754.5792,0.0000,8521.5911,54512.7815,0.0000,0.0000,27285.1034,1744.3704,25540.7330,99.0915,0.0000,207.2772,362.6497,0.0000,7.7992,Cabixi,RO,Cabixi,RO,44594.4377,60450.9768,,43984.9482,63034.3725,27285.1034,26035.9440,
1100080,RO,2020,256620.1676,23718.2397,54899.6320,0.0000,9859.6781,158482.9095,0.0000,0.0000,0.0000,0.0000,0.0000,3804.7255,0.0000,829.5102,2465.4038,170.7703,977.9066,Costa Marques,RO,Costa Marques,RO,316864.7699,176557.4063,,280338.4074,168342.5876,0.0000,318.5377,
1100098,RO,2020,216307.9802,33757.2703,19550.4529,0.0000,18285.8313,171755.2833,120.9635,0.0000,1476.3856,119.6285,1356.7571,735.9895,35.2421,1324.2452,346.5393,0.0000,0.0000,Espigão D'Oeste,RO,Espigão D'Oeste,RO,267999.8165,185200.3500,,250065.2505,190041.1146,1597.3491,1268.8743,
1100064,RO,2020,20708.2540,15216.7942,3554.0356,22.6248,16013.5717,90026.4071,0.0000,0.0000,3435.0093,0.0000,3435.0093,134.9058,0.2509,736.9933,68.5972,1.2647,0.0000,Colorado do Oeste,RO,Colorado do Oeste,RO,38953.9281,103030.1918,,35925.0482,106039.9788,3435.0093,4337.1743,
1100072,RO,2020,81552.6253,28301.7553,8196.9840,64.3011,13001.2572,135035.7562,0.0000,0.0000,48303.3597,2901.7700,45401.5898,779.4425,0.0000,236.4967,425.9370,0.0000,0.0000,Corumbiara,RO,Corumbiara,RO,113286.9270,145521.1738,,109854.3806,148037.0134,48303.3597,49337.5222,
1100924,RO,2020,214155.1383,38563.5210,26229.6962,312.8831,16434.7308,195139.3099,0.0000,0.0000,33595.2729,861.7812,32733.4917,1710.5134,10.8206,415.8392,899.3320,0.0000,0.0000,Chupinguaia,RO,Chupinguaia,RO,263096.1081,220865.3632,,252718.6592,211574.0406,33595.2729,34500.3048,
1100908,RO,2020,16317.8726,11524.6307,0.0000,0.0000,3260.7158,55855.1847,6.6851,0.0000,3996.8559,170.3186,3826.5373,147.9046,0.0000,103.3776,456.6823,0.0000,0.0000,Castanheiras,RO,Castanheiras,RO,27707.0265,58542.6509,,27842.5033,59115.9005,4003.5410,2698.5338,
1100940,RO,2020,173991.8190,28539.2056,1.6562,0.0000,7542.4398,153524.9801,49.3551,0.0000,17704.8530,695.2668,17009.5861,10292.0292,12.0552,695.7386,1547.8034,0.0000,0.0000,Cujubim,RO,Cujubim,RO,172144.8341,199122.0861,,202531.0245,161067.4199,17754.2080,12446.5373,
1100122,RO,2020,429446.8982,46174.3873,4952.0172,0.0000,25273.0192,188849.9886,0.0000,0.0000,253.2696,0.0000,253.2696,269.1190,6.3538,5581.4572,4954.7474,0.0000,0.0000,Ji-Paraná,RO,Ji-Paraná,RO,460453.4934,222767.3704,,475621.2855,214123.0078,253.2696,308.4303,
1100130,RO,2020,460239.6834,69583.0463,38163.1598,0.0000,18858.3881,257368.8648,164.7879,0.0000,9136.9884,155.1116,8981.8769,4523.0087,797.6407,1269.0080,7449.8025,0.0000,0.0000,Machadinho D'Oeste,RO,Machadinho D'Oeste,RO,517417.8831,344741.9890,,529822.7297,276227.2529,9301.7763,6658.9779,
1101401,RO,2020,39296.6498,17547.3023,3308.5351,6.9159,19129.5247,112970.3738,57.7967,0.0000,13.7315,0.0000,13.7315,1537.4245,1688.7518,319.6786,1549.2187,61.9523,0.0000,Monte Negro,RO,Monte Negro,RO,57884.6623,131289.1115,,56843.9520,132099.8984,71.5282,37.3352,
1100106,RO,2020,1980834.6677,50035.9158,381352.9537,0.0000,8906.2734,98453.9154,0.0000,0.0000,354.4289,354.4289,0.0000,3571.3806,20.3664,3120.6808,14656.4432,0.3814,4821.4878,Guajará-Mirim,RO,Guajará-Mirim,RO,2350043.0450,146959.0479,,2030870.5835,107360.1888,354.4289,3.2469,
1101450,RO,2020,90244.6855,23462.3704,30178.8433,0.0000,10464.5259,105998.2624,0.8130,0.0000,837.9920,0.0000,837.9920,928.5716,0.0000,80.2910,224.6624,0.0000,0.0000,Parecis,RO,Parecis,RO,133577.7382,120198.8553,,113707.0559,116462.7883,838.8050,1505.0660,
1100114,RO,2020,29161.2880,27041.1186,3962.3264,0.0000,34091.1020,203645.4129,12.3363,0.0000,73.9372,0.0000,73.9372,454.8253,16.8532,2124.8971,819.2718,0.0000,0.0000,Jaru,RO,Jaru,RO,48074.9685,245765.8483,,56202.4066,237736.5148,86.2735,139.3350,
1101468,RO,2020,231708.5233,16765.5110,236505.8606,0.0000,6636.2622,76369.0700,27.7741,0.0000,43180.9737,1710.8748,41470.0990,3289.3933,0.0000,253.7213,2356.4855,0.0000,1897.1131,Pimenteiras do Oeste,RO,Pimenteiras do Oeste,RO,473582.6648,81025.2514,,248474.0343,83005.3321,43208.7479,40292.8892,
1101435,RO,2020,7733.6266,7658.7158,70.8256,0.0000,9937.2891,55828.0731,0.0000,0.0000,0.0000,0.0000,0.0000,1035.7334,0.0000,85.4805,362.8906,0.0000,0.0000,Nova União,RO,Nova União,RO,12008.3670,69063.8343,,15392.3424,65765.3622,0.0000,12.2941,
1101005,RO,2020,358891.1248,18728.6818,13947.3947,0.0000,19134.0416,107121.4035,0.0000,0.0000,21.6010,0.0000,21.6010,808.6319,22.9159,196.2257,157.4002,0.0000,0.0000,Governador Jorge Teixeira,RO,Governador Jorge Teixeira,RO,379340.4889,130817.3700,,377619.8065,126255.4451,21.6010,54.5080,
1100601,RO,2020,43921.6509,24461.4262,2939.7524,0.0000,15909.2606,111024.5982,0.0000,0.0000,0.0000,0.0000,0.0000,782.9958,0.0000,146.6900,1468.8273,39.8896,0.0000,Cacaulândia,RO,Cacaulândia,RO,67019.2892,129205.7152,,68383.0771,126933.8588,0.0000,15.0489,
1101104,RO,2020,293734.1537,19793.5143,253.7113,0.0000,5141.1564,67804.9394,0.0000,0.0000,5156.4337,730.7399,4425.6938,1369.1435,1179.4121,428.7977,21232.8811,0.0000,0.0000,Itapuã do Oeste,RO,Itapuã do Oeste,RO,311150.3697,78408.7532,,313527.6679,72946.0958,5156.4337,3415.2702,
1100700,RO,2020,111190.1590,22604.3834,27172.3406,0.0000,18530.5388,168727.1294,224.0902,0.0000,296.5820,0.0000,296.5820,1529.3743,1199.5476,235.5632,437.1390,107.4328,0.0000,Campo Novo de Rondônia,RO,Campo Novo de Rondônia,RO,151028.8670,192157.0903,,133794.5424,187257.6683,520.6722,207.7361,
1101203,RO,2022,8395.3678,11308.5204,0.0000,0.0000,3717.4483,56572.1128,1480.5914,0.0000,45.4705,0.0000,45.4705,107.6536,52.0451,141.9021,36.2258,0.0000,0.0000,Ministro Andreazza,RO,Ministro Andreazza,RO,17546.2744,64250.6176,,19703.8882,60289.5611,1526.0619,21.4952,
1101708,RO,2022,4466.5269,5370.1550,4910.4112,0.0000,9908.7923,58856.6686,214.0626,0.0000,61.4604,0.0000,61.4604,37.2597,0.0000,384.4515,1091.1211,0.0000,0.0000,Urupá,RO,Urupá,RO,12203.8134,70757.9286,,9836.6819,68765.4608,275.5231,24.6624,
1100403,RO,2022,58251.8508,20512.9919,52.3965,78.3437,17746.0173,142322.1460,294.8154,0.0000,26354.5644,4595.2395,21759.3249,2151.8783,33.8469,465.5255,2459.4013,0.0000,0.0000,Alto Paraíso,RO,Alto Paraíso,RO,70987.6008,178041.4291,,78764.8427,160068.1633,26649.3798,12896.7607,
