CD_MUN,SIGLA_UF,ANO,Veg_Florestal_Primaria,Veg_Florestal_Secundaria,Natural_Nao_Florestal,Silvicultura,Pastagem_Arbustiva_Arborea,Pastagem_Herbacea,Cultura_Perene,Cultura_Semiperene,Cultura_Temporaria_Total,Cultura_Temporaria_1Ciclo,Cultura_Temporaria_NCiclos,Desflorestamento_Ano,Mineracao,Urbanizada,Corpo_Dagua,Outros_Usos,Nao_Observado,mb_municipio,mb_state_acronym,municipality,state_acronym,MB_Floresta_ha,MB_Pastagem_ha,MB_Savana_ha,TC_Floresta,TC_Pastagem,TC_Agri,MB_Agricultura_ha,MB_Mosaico_ha
1200427,AC,2020,254552.4047,22913.0808,0.0000,0.0000,8519.3527,19988.3147,0.0000,0.0000,0.0000,0.0000,0.0000,1697.8761,0.0000,401.1742,624.9733,443.8542,2270.9548,Rodrigues Alves,AC,Rodrigues Alves,AC,262383.2511,42495.8665,,277465.4856,28507.6673,0.0000,,
1200500,AC,2020,2204428.0941,54862.7135,65.1041,0.0000,48764.0571,105241.0533,0.0000,0.0000,0.0000,0.0000,0.0000,7474.8664,0.0000,1039.6380,1552.4709,125.8318,0.0000,Sena Madureira,AC,Sena Madureira,AC,2184157.2425,185110.1316,,2259290.8076,154005.1104,0.0000,7.5793,
1200104,AC,2020,244982.1719,29723.7670,0.5320,0.0000,25878.8608,95039.8145,0.0000,0.0000,0.0000,0.0000,0.0000,4110.9336,0.0000,776.8829,750.7850,0.0000,1035.4624,Brasiléia,AC,Brasiléia,AC,246154.3560,144876.2727,,274705.9389,120918.6753,0.0000,7.7337,
1200138,AC,2020,177016.4596,20062.8341,0.0000,0.0000,28141.3137,81031.5717,0.0000,0.0000,0.0000,0.0000,0.0000,1806.1621,0.0000,500.2256,1278.2929,9.1041,0.0000,Bujari,AC,Bujari,AC,183855.9678,118362.9650,,197079.2937,109172.8854,0.0000,6.4344,
1200138,AC,2020,177016.4596,20062.8341,0.0000,0.0000,28141.3137,81031.5717,0.0000,0.0000,0.0000,0.0000,0.0000,1806.1621,0.0000,500.2256,1278.2929,9.1041,0.0000,Bujari,AM,Bujari,AM,0.0883,,,197079.2937,109172.8854,0.0000,,
1200179,AC,2020,75578.5158,13772.5290,0.0000,0.0000,11484.9620,68984.9839,0.0000,0.0000,854.8452,0.0000,854.8452,1924.8471,0.0000,155.7239,587.2820,0.0000,937.8865,Capixaba,AC,Capixaba,AC,80273.6630,88564.0078,,89351.0449,80469.9459,854.8452,423.5760,
1200203,AC,2020,775943.4705,52946.7297,1950.7442,0.0000,16970.2286,33572.0659,0.0000,0.0000,0.0000,0.0000,0.0000,4202.9888,25.3852,3086.3621,2291.1806,0.0000,1704.9626,Cruzeiro do Sul,AC,Cruzeiro do Sul,AC,795207.1081,75182.4099,,828890.2002,50542.2945,0.0000,,
1200203,AC,2020,775943.4705,52946.7297,1950.7442,0.0000,16970.2286,33572.0659,0.0000,0.0000,0.0000,0.0000,0.0000,4202.9888,25.3852,3086.3621,2291.1806,0.0000,1704.9626,Cruzeiro do Sul,AM,Cruzeiro do Sul,AM,0.0887,,,828890.2002,50542.2945,0.0000,,
1200252,AC,2020,77565.4557,17974.3334,3.2522,0.0000,12400.1936,59189.9181,0.0000,0.0000,0.0000,0.0000,0.0000,867.7235,0.0000,707.1313,362.9107,2.1581,39.3375,Epitaciolândia,AC,Epitaciolândia,AC,79429.9321,84804.1583,,95539.7891,71590.1116,0.0000,8.8700,
1200328,AC,2020,525102.9231,12121.6592,4.9586,0.0000,2490.0462,2956.2241,0.0000,0.0000,0.0000,0.0000,0.0000,1162.9203,0.0000,125.7013,896.5716,0.0000,38.0828,Jordão,AC,Jordão,AC,523113.0996,9989.0883,,537224.5824,5446.2704,0.0000,,
1200302,AC,2020,2658451.5904,78347.5883,14.7654,0.0000,32792.0212,60431.3126,0.0000,0.0000,0.0000,0.0000,0.0000,10202.2626,0.0000,506.7902,5566.7320,0.0000,248.3311,Feijó,AC,Feijó,AC,2664540.4363,120462.4040,,2736799.1787,93223.3337,0.0000,,
1200302,AC,2020,2658451.5904,78347.5883,14.7654,0.0000,32792.0212,60431.3126,0.0000,0.0000,0.0000,0.0000,0.0000,10202.2626,0.0000,506.7902,5566.7320,0.0000,248.3311,Feijó,AM,Feijó,AM,0.2656,0.0000,,2736799.1787,93223.3337,0.0000,,
1200807,AC,2020,127627.0980,20539.1600,0.0000,0.0000,23125.7683,91099.9924,0.0000,0.0000,0.0000,0.0000,0.0000,1985.4342,0.0000,722.5491,701.7712,0.0000,0.0000,Porto Acre,AC,Porto Acre,AC,135080.3869,123459.7803,,148166.2580,114225.7607,0.0000,234.3985,
1200807,AC,2020,127627.0980,20539.1600,0.0000,0.0000,23125.7683,91099.9924,0.0000,0.0000,0.0000,0.0000,0.0000,1985.4342,0.0000,722.5491,701.7712,0.0000,0.0000,Porto Acre,AM,Porto Acre,AM,0.0000,0.0882,,148166.2580,114225.7607,0.0000,,
1200013,AC,2020,61101.1039,14081.3469,0.0000,0.0000,28078.4078,79004.6920,119.9999,0.0000,0.0000,0.0000,0.0000,1321.7257,0.0000,433.6961,669.7713,0.0000,148.9284,Acrelândia,AC,Acrelândia,AC,55627.4167,124240.4777,,75182.4508,107083.0999,119.9999,74.0780,
1200013,AC,2020,61101.1039,14081.3469,0.0000,0.0000,28078.4078,79004.6920,119.9999,0.0000,0.0000,0.0000,0.0000,1321.7257,0.0000,433.6961,669.7713,0.0000,148.9284,Acrelândia,RO,Acrelândia,RO,0.0881,,,75182.4508,107083.0999,119.9999,,
1200054,AC,2020,471376.5101,9179.5982,20.1154,0.0000,7111.3334,15295.5294,0.0000,0.0000,0.0000,0.0000,0.0000,1861.9111,0.0000,266.9208,113.9573,0.0000,2561.1328,Assis Brasil,AC,Assis Brasil,AC,466427.9595,28610.2674,,480556.1083,22406.8628,0.0000,,
1200450,AC,2020,63051.8681,20314.5579,0.0000,0.0000,20254.3923,130724.7424,0.0000,0.0000,48.3513,0.0000,48.3513,1008.8125,0.0000,674.0272,1093.3394,0.0000,0.0000,Senador Guiomard,AC,Senador Guiomard,AC,62555.8156,167489.5264,,83366.4260,150979.1347,48.3513,431.0159,
1200609,AC,2022,1854630.4747,71894.1416,106.4993,0.0000,21132.5348,85689.7973,0.0000,0.0000,0.0000,0.0000,0.0000,11424.7663,0.0000,719.0259,5620.1122,0.0000,0.0000,Tarauacá,AC,Tarauacá,AC,1872503.3678,135648.0633,,1926524.6163,106822.3321,0.0000,,
1200708,AC,2022,376618.1007,27093.1637,0.0000,0.0000,24810.5452,107100.7159,0.0000,0.0000,1190.6041,192.0300,998.5741,7893.2853,0.0000,412.9784,1135.2365,2.5194,1033.7761,Xapuri,AC,Xapuri,AC,379914.1173,152687.3404,,403711.2644,131911.2612,1190.6041,187.3007,
1200351,AC,2022,798245.3397,18367.5577,16.8231,0.0000,2175.9686,9730.6543,0.0000,0.0000,0.0000,0.0000,0.0000,997.8514,0.0000,153.4453,892.0045,0.0000,3022.6532,Marechal Thaumaturgo,AC,Marechal Thaumaturgo,AC,793367.4708,20715.4174,,816612.8974,11906.6230,0.0000,,
1200336,AC,2022,492098.9874,18399.0558,4175.9875,0.0000,5123.0083,20175.9381,0.0000,0.0000,0.0000,0.0000,0.0000,1394.0469,21.0891,905.2642,560.4313,0.0000,4969.3020,Mâncio Lima,AC,Mâncio Lima,AC,506392.0577,30925.2274,,510498.0433,25298.9465,0.0000,,
1200336,AC,2022,492098.9874,18399.0558,4175.9875,0.0000,5123.0083,20175.9381,0.0000,0.0000,0.0000,0.0000,0.0000,1394.0469,21.0891,905.2642,560.4313,0.0000,4969.3020,Mâncio Lima,AM,Mâncio Lima,AM,0.1774,,,510498.0433,25298.9465,0.0000,,
1200344,AC,2022,1007586.3377,12571.4256,1.4454,0.0000,14824.2022,29617.0167,0.0000,0.0000,0.0000,0.0000,0.0000,8911.2922,0.0000,221.9020,5315.7209,0.0000,0.0000,Manoel Urbano,AC,Manoel Urbano,AC,996907.2953,58766.6521,,1020157.7633,44441.2189,0.0000,,
1200393,AC,2022,626621.5193,12516.6703,294.1730,0.0000,2612.4452,9511.6833,0.0000,0.0000,0.0000,0.0000,0.0000,721.1539,0.0000,267.6636,417.9872,0.0000,2932.8063,Porto Walter,AC,Porto Walter,AC,624365.6832,17327.1269,,639138.1896,12124.1285,0.0000,,
1200385,AC,2022,45129.7204,13161.3475,0.0000,0.0000,18987.0505,115586.2819,0.0000,0.0000,3356.5752,126.8255,3229.7497,611.3422,0.0000,876.9480,890.3081,0.0000,365.8317,Plácido de Castro,AC,Plácido de Castro,AC,42957.7679,149290.4597,,58291.0679,134573.3324,3356.5752,1268.9072,
1200401,AC,2022,586033.9694,39196.7753,0.0000,27.1719,50883.5640,188231.7304,0.0000,0.0000,1277.9415,55.4880,1222.4535,12061.7446,63.3877,22696.0973,2497.2934,11.4228,0.0000,Rio Branco,AC,Rio Branco,AC,588711.8670,279749.3914,,625230.7447,239115.2945,1277.9415,947.4158,
1200435,AC,2022,606039.7696,4559.6059,0.5420,0.0000,1473.7658,5351.9869,0.0000,0.0000,0.0000,0.0000,0.0000,363.3323,0.0000,142.5445,3762.0656,0.0000,720.5517,Santa Rosa do Purus,AC,Santa Rosa do Purus,AC,602033.3833,8020.9232,,610599.3755,6825.7526,0.0000,,
1200427,AC,2022,250746.4446,21121.2826,0.0000,0.0000,5967.2437,27357.8160,0.0000,0.0000,0.0000,0.0000,0.0000,2414.2320,0.0000,462.4439,616.5216,439.4979,2286.5031,Rodrigues Alves,AC,Rodrigues Alves,AC,258509.2933,45891.8331,,271867.7272,33325.0598,0.0000,,
1200500,AC,2022,2182090.4107,40432.0870,65.1041,0.0000,54295.5771,133240.7660,0.0000,0.0000,0.0000,0.0000,0.0000,10790.7390,0.0000,1049.2441,1462.4032,127.4980,0.0000,Sena Madureira,AC,Sena Madureira,AC,2153240.6987,214774.7236,,2222522.4977,187536.3431,0.0000,8.1964,
1200104,AC,2022,235459.3869,23186.2350,0.5320,0.0000,24688.7787,113142.4088,0.0000,0.0000,83.6436,16.5822,67.0614,3146.1362,0.0000,777.0435,750.5742,0.0000,1064.4712,Brasiléia,AC,Brasiléia,AC,234384.7538,156737.2215,,258645.6219,137831.1875,83.6436,16.5170,
1200138,AC,2022,170527.0180,15161.5671,0.0000,0.0000,27912.2649,90561.1521,0.0000,0.0000,0.0000,0.0000,0.0000,3809.8648,0.0000,587.7337,1277.2590,9.1041,0.0000,Bujari,AC,Bujari,AC,173711.2561,128593.0071,,185688.5851,118473.4170,0.0000,6.4344,
1200138,AC,2022,170527.0180,15161.5671,0.0000,0.0000,27912.2649,90561.1521,0.0000,0.0000,0.0000,0.0000,0.0000,3809.8648,0.0000,587.7337,1277.2590,9.1041,0.0000,Bujari,AM,Bujari,AM,0.0883,,,185688.5851,118473.4170,0.0000,,
1200179,AC,2022,69217.4254,12847.3401,0.0000,0.0000,11382.4376,72665.8651,0.0000,0.0000,3203.6820,348.2959,2855.3861,3269.2277,0.0000,159.0664,581.3096,0.0000,955.2215,Capixaba,AC,Capixaba,AC,73292.5377,95116.9641,,82064.7655,84048.3027,3203.6820,904.8991,
1200203,AC,2022,767041.5234,53468.1648,1941.5196,0.0000,11223.2306,46294.2568,0.0000,0.0000,0.0000,0.0000,0.0000,5546.3456,33.8369,3193.0822,2230.5031,0.0000,1721.6552,Cruzeiro do Sul,AC,Cruzeiro do Sul,AC,785677.9645,83119.6591,,820509.6882,57517.4874,0.0000,,
1200203,AC,2022,767041.5234,53468.1648,1941.5196,0.0000,11223.2306,46294.2568,0.0000,0.0000,0.0000,0.0000,0.0000,5546.3456,33.8369,3193.0822,2230.5031,0.0000,1721.6552,Cruzeiro do Sul,AM,Cruzeiro do Sul,AM,0.0887,,,820509.6882,57517.4874,0.0000,,
1200252,AC,2022,74491.9318,14810.0592,3.2522,0.0000,12315.4057,64716.7906,0.0000,0.0000,557.8416,94.0225,463.8191,1105.1437,0.0000,707.5228,362.1177,2.1581,40.1907,Epitaciolândia,AC,Epitaciolândia,AC,75932.9580,88282.2515,,89301.9910,77032.1963,557.8416,4.0411,
1200328,AC,2022,522556.9472,9957.8562,4.9586,0.0000,3209.7648,6562.4153,0.0000,0.0000,0.0000,0.0000,0.0000,1549.2889,0.0000,138.0777,878.1626,0.0000,41.6160,Jordão,AC,Jordão,AC,519766.8746,13237.3540,,532514.8034,9772.1800,0.0000,,
1200302,AC,2022,2624318.6415,71255.8082,14.7654,0.0000,27263.5827,97702.3073,0.0000,0.0000,0.0000,0.0000,0.0000,19761.3637,0.0000,509.7312,5483.5502,0.0000,251.6435,Feijó,AC,Feijó,AC,2623895.3087,159972.9472,,2695574.4497,124965.8900,0.0000,,
1200302,AC,2022,2624318.6415,71255.8082,14.7654,0.0000,27263.5827,97702.3073,0.0000,0.0000,0.0000,0.0000,0.0000,19761.3637,0.0000,509.7312,5483.5502,0.0000,251.6435,Feijó,AM,Feijó,AM,0.1770,0.0886,,2695574.4497,124965.8900,0.0000,,
1200807,AC,2022,122050.5090,18729.8562,0.0000,0.0000,17812.8680,102277.0399,0.0000,146.8908,882.9907,12.5270,870.4637,2308.8368,0.0000,894.6745,698.1075,0.0000,0.0000,Porto Acre,AC,Porto Acre,AC,127405.6684,131015.1122,,140780.3652,120089.9079,1029.8815,400.0584,
1200807,AC,2022,122050.5090,18729.8562,0.0000,0.0000,17812.8680,102277.0399,0.0000,146.8908,882.9907,12.5270,870.4637,2308.8368,0.0000,894.6745,698.1075,0.0000,0.0000,Porto Acre,AM,Porto Acre,AM,0.0000,0.0882,,140780.3652,120089.9079,1029.8815,,
1200013,AC,2022,55247.8476,13934.9781,0.0000,0.0000,27668.5812,84590.5157,132.9485,0.0000,204.3462,42.7403,161.6059,1884.3151,0.0000,464.9031,667.3120,0.0000,163.9246,Acrelândia,AC,Acrelândia,AC,50994.4724,128920.2537,,69182.8257,112259.0969,337.2947,124.5259,
1200013,AC,2022,55247.8476,13934.9781,0.0000,0.0000,27668.5812,84590.5157,132.9485,0.0000,204.3462,42.7403,161.6059,1884.3151,0.0000,464.9031,667.3120,0.0000,163.9246,Acrelândia,RO,Acrelândia,RO,0.0881,,,69182.8257,112259.0969,337.2947,,
1200054,AC,2022,468503.4277,6235.2185,19.0414,0.0000,8069.1446,21090.0054,0.0000,0.0000,4.6675,0.0000,4.6675,869.0183,0.0000,267.4327,113.5357,0.0000,2615.5167,Assis Brasil,AC,Assis Brasil,AC,462524.6730,32356.6641,,474738.6461,29159.1500,4.6675,,
1200450,AC,2022,59211.3986,17851.5932,0.0000,0.0000,17500.8581,135620.6291,0.0000,0.0000,2950.7034,236.4566,2714.2469,1728.0693,0.0000,1222.0420,1084.7974,0.0000,0.0000,Senador Guiomard,AC,Senador Guiomard,AC,59807.4127,170024.3206,,77062.9918,153121.4873,2950.7034,626.1580,
1301159,AM,2008,82840.7751,24908.8237,71029.3792,0.0000,5469.5476,14217.7082,0.0000,0.0000,0.0000,0.0000,0.0000,1390.1824,0.0000,0.0000,63693.8653,28.0452,1364.8675,Careiro da Várzea,AM,Careiro da Várzea,AM,187844.3226,16475.9702,,107749.5989,19687.2559,0.0000,0.0000,
1303700,AM,2008,1177220.0965,9771.7183,8924.5218,0.0000,1770.5485,20.6575,0.0000,0.0000,0.0000,0.0000,0.0000,100.1957,0.0000,346.9107,44494.4786,43.4228,5652.5137,Santo Antônio do Içá,AM,Santo Antônio do Içá,AM,1183238.1746,253.5395,,1186991.8148,1791.2060,0.0000,,
1300706,AM,2008,2017481.6728,46283.1752,5846.4107,0.0000,38418.1961,103657.4256,0.0000,0.0000,0.0000,0.0000,0.0000,3898.8484,0.6324,419.7338,15398.6059,79.6085,2672.5806,Boca do Acre,AM,Boca do Acre,AM,2039572.8240,139049.5904,,2063764.8480,142075.6216,0.0000,10.1427,
1300706,AM,2008,2017481.6728,46283.1752,5846.4107,0.0000,38418.1961,103657.4256,0.0000,0.0000,0.0000,0.0000,0.0000,3898.8484,0.6324,419.7338,15398.6059,79.6085,2672.5806,Boca do Acre,AC,Boca do Acre,AC,1.0597,0.2648,,2063764.8480,142075.6216,0.0000,,
1304237,AM,2008,602515.7968,5532.3531,6764.8744,0.0000,1167.0658,105.8669,0.0000,0.0000,0.0000,0.0000,0.0000,30.4441,0.0000,95.2170,33138.9319,36.8281,386.7200,Tonantins,AM,Tonantins,AM,611650.9381,875.7057,,608048.1499,1272.9328,0.0000,,
1304203,AM,2008,2247978.2621,48499.8163,15135.9310,0.0000,8664.3764,618.6697,0.0000,0.0000,0.0000,0.0000,0.0000,985.1337,6.7353,866.0271,69219.6136,258.4290,224.6122,Tefé,AM,Tefé,AM,2300591.2139,3520.9833,,2296478.0785,9283.0461,0.0000,,
1304260,AM,2008,955551.1056,18412.3156,10018.1523,0.0000,3701.6691,72.1104,0.0000,0.0000,0.0000,0.0000,0.0000,671.8892,0.0000,160.2107,47094.6980,314.7802,52.5872,Uarini,AM,Uarini,AM,978138.3022,859.7110,,973963.4212,3773.7795,0.0000,,
1301654,AM,2008,704744.9572,16548.4371,20069.4288,0.0000,11603.8578,14423.6002,0.0000,0.0000,0.0000,0.0000,0.0000,350.8655,0.0000,221.2094,1204.1850,9.1644,235.1517,Guajará,AM,Guajará,AM,722490.8263,31083.0488,,721293.3943,26027.4580,0.0000,,
1301654,AM,2008,704744.9572,16548.4371,20069.4288,0.0000,11603.8578,14423.6002,0.0000,0.0000,0.0000,0.0000,0.0000,350.8655,0.0000,221.2094,1204.1850,9.1644,235.1517,Guajará,AC,Guajará,AC,0.0887,,,721293.3943,26027.4580,0.0000,,
1300300,AM,2008,497540.6907,62269.2638,47652.0075,0.0000,13749.2116,35026.4791,0.0000,0.0000,0.0000,0.0000,0.0000,4089.1921,0.0000,285.7916,109460.5540,117.4303,1898.1168,Autazes,AM,Autazes,AM,615964.6493,47974.7391,,559809.9545,48775.6907,0.0000,,
1302108,AM,2008,5461321.0344,4095.6363,261.4403,0.0000,158.4842,86.5445,0.0000,0.0000,0.0000,0.0000,0.0000,150.9560,0.0000,307.7338,147397.1443,1.4856,3077.0973,Japurá,AM,Japurá,AM,5438745.1025,385.8741,,5465416.6707,245.0287,0.0000,,
1303403,AM,2008,161303.2642,45905.0274,112939.5783,0.0000,13575.7211,20252.1238,0.0000,0.0000,0.0000,0.0000,0.0000,474.1779,0.0000,69.5508,233868.6727,204.0451,11680.2442,Parintins,AM,Parintins,AM,339489.9679,44466.5413,,207208.2916,33827.8449,0.0000,2.0542,
1303403,AM,2008,161303.2642,45905.0274,112939.5783,0.0000,13575.7211,20252.1238,0.0000,0.0000,0.0000,0.0000,0.0000,474.1779,0.0000,69.5508,233868.6727,204.0451,11680.2442,Parintins,PA,Parintins,PA,1.0714,0.0000,,207208.2916,33827.8449,0.0000,,
1301704,AM,2008,2898398.3724,33920.9038,314721.0525,0.0000,10894.6185,19125.5598,0.0000,0.0000,0.0000,0.0000,0.0000,2085.8708,0.0000,0.0000,80083.6776,155.3224,1178.9805,Humaitá,AM,Humaitá,AM,3202550.6658,98968.0785,,2932319.2763,30020.1784,0.0000,1.0628,
1301704,AM,2008,2898398.3724,33920.9038,314721.0525,0.0000,10894.6185,19125.5598,0.0000,0.0000,0.0000,0.0000,0.0000,2085.8708,0.0000,0.0000,80083.6776,155.3224,1178.9805,Humaitá,RO,Humaitá,RO,0.2656,,,2932319.2763,30020.1784,0.0000,,
1300409,AM,2008,10157024.0227,16261.5715,1695929.1664,0.0000,670.8955,135.7891,0.0000,0.0000,0.0000,0.0000,0.0000,149.4704,29.6713,247.8593,450921.4655,39.4278,3001.4939,Barcelos,AM,Barcelos,AM,11710159.1986,29243.9135,,10173285.5942,806.6846,0.0000,458.6493,
1300409,AM,2008,10157024.0227,16261.5715,1695929.1664,0.0000,670.8955,135.7891,0.0000,0.0000,0.0000,0.0000,0.0000,149.4704,29.6713,247.8593,450921.4655,39.4278,3001.4939,Barcelos,RR,Barcelos,RR,0.3575,,,10173285.5942,806.6846,0.0000,,
1302207,AM,2008,1859953.5131,10307.1659,14084.4184,0.0000,1736.6715,107.0413,0.0000,0.0000,0.0000,0.0000,0.0000,298.9609,0.0000,131.0413,72722.7484,56.4517,1269.1285,Juruá,AM,Juruá,AM,1878047.4947,1557.2756,,1870260.6790,1843.7129,0.0000,,
1303502,AM,2008,4178592.4720,12573.2725,2461.2683,0.0000,2506.7489,4700.4339,0.0000,0.0000,0.0000,0.0000,0.0000,318.8053,0.0000,79.7691,26559.0511,74.7101,429.1089,Pauini,AM,Pauini,AM,4132400.5692,7316.9108,,4191165.7446,7207.1828,0.0000,,
1303536,AM,2008,2150079.8596,29726.0756,97.8067,70.7151,19687.3663,7245.9682,0.0000,4766.2407,0.0000,0.0000,0.0000,1909.8207,293.0387,523.3422,344055.5499,287.1165,5170.9079,Presidente Figueiredo,AM,Presidente Figueiredo,AM,2244581.9892,21768.7220,,2179805.9352,26933.3345,4766.2407,4198.0475,
1301803,AM,2008,1194235.5747,10314.3830,6848.9396,0.0000,2410.6385,6151.5548,0.0000,0.0000,0.0000,0.0000,0.0000,533.8918,123.1417,167.8694,7219.9205,41.9172,489.1239,Ipixuna,AM,Ipixuna,AM,1187992.5724,11219.8995,,1204549.9577,8562.1933,0.0000,,
1301803,AM,2008,1194235.5747,10314.3830,6848.9396,0.0000,2410.6385,6151.5548,0.0000,0.0000,0.0000,0.0000,0.0000,533.8918,123.1417,167.8694,7219.9205,41.9172,489.1239,Ipixuna,AC,Ipixuna,AC,0.0886,,,1204549.9577,8562.1933,0.0000,,
1303569,AM,2008,528887.2522,36668.7065,11.3225,0.0000,12686.1758,3664.0180,1151.7384,0.0000,0.0000,0.0000,0.0000,711.6985,23.5383,300.4164,1316.2853,363.8442,225.3650,Rio Preto da Eva,AM,Rio Preto da Eva,AM,566432.4800,11876.4396,,565555.9587,16350.1938,1151.7384,0.0000,
1301407,AM,2008,1448575.9946,23804.8545,16241.5464,0.0000,3530.3970,6084.0216,0.0000,0.0000,0.0000,0.0000,0.0000,315.5030,0.1807,480.9232,18517.8713,155.2220,113.6561,Eirunepé,AM,Eirunepé,AM,1464327.1336,11029.8809,,1472380.8491,9614.4185,0.0000,,
1300508,AM,2008,366662.6334,48674.3708,40964.1118,0.0000,7156.2117,13519.2695,0.0000,0.0000,0.0000,0.0000,0.0000,793.8866,3.7039,421.4201,98558.0057,526.4338,2625.3034,Barreirinha,AM,Barreirinha,AM,472916.6553,21390.5072,,415337.0042,20675.4811,0.0000,0.0000,
1300508,AM,2008,366662.6334,48674.3708,40964.1118,0.0000,7156.2117,13519.2695,0.0000,0.0000,0.0000,0.0000,0.0000,793.8866,3.7039,421.4201,98558.0057,526.4338,2625.3034,Barreirinha,PA,Barreirinha,PA,0.7139,,,415337.0042,20675.4811,0.0000,,
1304005,AM,2008,260633.5355,24506.4952,11795.6067,0.0000,3368.0583,6228.1520,0.0000,0.0000,0.0000,0.0000,0.0000,285.9923,0.0000,175.8995,61634.9857,151.1266,6514.1443,Silves,AM,Silves,AM,309356.1767,7479.7553,,285140.0307,9596.2103,0.0000,0.7142,
1302702,AM,2008,4247879.5185,72454.2717,417813.1283,0.0000,31366.5465,33360.4625,0.0000,0.0000,0.0000,0.0000,0.0000,4172.9562,6.4341,882.6294,82517.4127,2438.9446,2186.6587,Manicoré,AM,Manicoré,AM,4698877.0167,283856.0867,,4320333.7902,64727.0090,0.0000,16.5435,
1302702,AM,2008,4247879.5185,72454.2717,417813.1283,0.0000,31366.5465,33360.4625,0.0000,0.0000,0.0000,0.0000,0.0000,4172.9562,6.4341,882.6294,82517.4127,2438.9446,2186.6587,Manicoré,RO,Manicoré,RO,0.0884,,,4320333.7902,64727.0090,0.0000,,
1304062,AM,2008,304596.9328,3598.0305,0.0000,0.0000,1688.3805,56.0401,0.0000,0.0000,0.0000,0.0000,0.0000,103.5282,0.0000,768.8829,8806.5696,45.3500,9270.5091,Tabatinga,AM,Tabatinga,AM,314226.7238,506.8150,,308194.9634,1744.4206,0.0000,,
1300102,AM,2008,491638.1395,3937.4733,63343.1603,0.0000,1284.1649,1300.7169,0.0000,0.0000,0.0000,0.0000,0.0000,97.7465,0.0000,197.5909,46827.2552,183.6787,464.8730,Anori,AM,Anori,AM,537501.5756,469.6155,,495575.6128,2584.8818,0.0000,,
1300144,AM,2008,5261245.4965,42117.8577,63469.2732,0.0000,26513.1892,84079.2888,0.0000,0.0000,0.0000,0.0000,0.0000,7121.3710,0.0000,386.7099,22483.1087,109.4203,2560.4904,Apuí,AM,Apuí,AM,5282476.0999,119110.2254,,5303363.3542,110592.4780,0.0000,2.1242,
1303205,AM,2008,3640904.6829,7075.3384,21147.0994,0.0000,1590.8347,730.8904,0.0000,0.0000,0.0000,0.0000,0.0000,94.6348,0.0000,222.8255,133282.5025,40.7428,664.7625,Novo Airão,AM,Novo Airão,AM,3660963.3532,2167.6831,,3647980.0213,2321.7251,0.0000,52.3775,
1303205,AM,2008,3640904.6829,7075.3384,21147.0994,0.0000,1590.8347,730.8904,0.0000,0.0000,0.0000,0.0000,0.0000,94.6348,0.0000,222.8255,133282.5025,40.7428,664.7625,Novo Airão,RR,,,,,,3647980.0213,2321.7251,0.0000,,
1301506,AM,2008,732713.9749,11484.4701,9.6662,0.0000,2869.7499,5742.7420,0.0000,0.0000,0.0000,0.0000,0.0000,694.9356,0.0000,271.7690,6645.7276,68.5069,1609.6051,Envira,AM,Envira,AM,733084.8659,10674.2265,,744198.4450,8612.4919,0.0000,,
1301506,AM,2008,732713.9749,11484.4701,9.6662,0.0000,2869.7499,5742.7420,0.0000,0.0000,0.0000,0.0000,0.0000,694.9356,0.0000,271.7690,6645.7276,68.5069,1609.6051,Envira,AC,Envira,AC,0.0886,,,744198.4450,8612.4919,0.0000,,
1300201,AM,2008,7649479.0250,21719.1142,1566.9351,0.0000,197.1392,80.4316,0.0000,0.0000,0.0000,0.0000,0.0000,116.3462,0.0903,199.0062,36808.1192,24.8030,26534.3686,Atalaia do Norte,AM,Atalaia do Norte,AM,7605618.6360,540.5141,,7671198.1392,277.5707,0.0000,,
1302009,AM,2008,380953.8071,7614.1186,16326.7559,0.0000,1430.7645,1975.4869,0.0000,0.0000,0.0000,0.0000,0.0000,120.6925,0.0000,217.6762,26354.2432,60.0652,1784.3302,Itapiranga,AM,Itapiranga,AM,407462.8694,4562.4805,,388567.9256,3406.2515,0.0000,0.9823,
1303304,AM,2008,3848398.3344,41011.2385,163146.0938,0.0000,16166.4649,18232.2203,0.0000,0.0000,0.0000,0.0000,0.0000,6355.4392,1022.2529,386.4389,77836.0302,1294.1222,1482.8900,Novo Aripuanã,AM,Novo Aripuanã,AM,4011016.7332,113448.1368,,3889409.5729,34398.6852,0.0000,17.5085,
1301605,AM,2008,1116042.3151,7759.5237,15755.0724,0.0000,345.9270,221.9723,0.0000,0.0000,0.0000,0.0000,0.0000,192.7929,0.0000,343.1868,84157.9337,89.0840,38.6248,Fonte Boa,AM,Fonte Boa,AM,1148994.6999,1196.0335,,1123801.8388,567.8993,0.0000,,
1302900,AM,2008,3695154.2475,98986.3818,86909.1693,0.0000,11664.7160,8087.2325,0.0000,0.0000,0.0000,0.0000,0.0000,2009.2736,368.7024,610.0574,135260.6494,1289.9064,1232.3305,Maués,AM,Maués,AM,3864294.2686,23411.5881,,3794140.6293,19751.9484,0.0000,0.1785,
1302900,AM,2008,3695154.2475,98986.3818,86909.1693,0.0000,11664.7160,8087.2325,0.0000,0.0000,0.0000,0.0000,0.0000,2009.2736,368.7024,610.0574,135260.6494,1289.9064,1232.3305,Maués,PA,Maués,PA,2.9391,,,3794140.6293,19751.9484,0.0000,,
